tupleNew__locationName,tupleNew__ribbon,tupleNew__propType,tupleNew__bOld,tupleNew__priceValWrap,tupleNew__perSqftWrap,tupleNew__area1Type,tupleNew__area2Type,tupleNew__areaType,tupleNew__area1Type 2,tupleNew__area2Type 2,tupleNew__possessionBy
Kunal,RESALE,"in Versova Village, Andheri West",1 BHK Flat,₹35 Lac,"₹7,777 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Srishti Complex,RESALE,"in Powai, Mumbai",1 BHK Flat,₹45 Lac,"₹18,750 /sqft",240 sqft,(22 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Green Arch Apartment,RESALE,"in Dahanukar Wadi, Kandivali West",1 BHK Flat,₹85 Lac,"₹19,767 /sqft",600 sqft,(56 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Marve Queen 2,RESALE,"in Kharodi, Malad West",1 BHK Flat,₹40 Lac,"₹11,429 /sqft",350 sqft,(33 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
destiny heights mulund east,RESALE,"in Mulund East, Mumbai",1 BHK Flat,₹92 Lac,"₹19,166 /sqft",480 sqft,(45 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Al Shifa Apartment,RESALE,"in Kurla west, Mumbai",1 BHK Flat,₹50 Lac,"₹22,222 /sqft",375 sqft,(35 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Sainath Park CHS,RESALE,"in Mulund East, Mumbai",1 BHK Flat,₹1 Cr,"₹24,390 /sqft",410 sqft,(38 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Sai Vaishnavi CHS,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹68 Lac,"₹19,428 /sqft",350 sqft,(33 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
swami shakti nagar,RESALE,"in Andheri West, Mumbai",1 BHK Flat,₹60 Lac,"₹16,260 /sqft",369 sqft,(34 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Mauli Omkar 2,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹90 Lac,"₹14,469 /sqft",622 sqft,(58 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Ruparel Optima,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹66 Lac,"₹15,529 /sqft",425 sqft,(39 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
Ranjana Mount Bliss,RESALE,"in Shivaji Nagar,Bhandup West, Mumbai",1 BHK Flat,₹61 Lac,"₹18,769 /sqft",520 sqft,(48 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
db ozone,RESALE,"in Dahisar East, Mumbai",1 BHK Flat,₹55 Lac,"₹8,461 /sqft",585 sqft,(54 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Pearl Mansion,RESALE,"in Parel, Mumbai",1 BHK Flat,₹70 Lac,"₹35,000 /sqft",200 sqft,(19 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Laxmi Apartment,RESALE,"in Thakur complex, Kandivali East",1 BHK Flat,₹90 Lac,"₹15,929 /sqft",565 sqft,(52 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
River View,RESALE,"in Dahisar West, Mumbai",1 BHK Flat,₹90 Lac,"₹15,384 /sqft",585 sqft,(54 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
shivdarshan co op hsg ltd,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹65 Lac,"₹13,000 /sqft",500 sqft,(46 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
"Mhada Swan Mill, Sewri",RESALE,"in Sewri, Mumbai",1 BHK Flat,₹47 Lac,"₹20,888 /sqft",225 sqft,(21 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Suprabhat Housing Society,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹85 Lac,"₹11,333 /sqft",750 sqft,(70 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Shantivan Building,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹95 Lac,"₹19,387 /sqft",490 sqft,(46 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Dipti Surya,RESALE,"in Jogeshwari East, Mumbai",1 BHK Flat,₹1.1 Cr,"₹34,375 /sqft",320 sqft,(30 sqm),Super Built-up Area,1 BHK,(1  Bath),Under Construction
Shree Shivdarshan SRA CHS,RESALE,"in Bhandup, Mumbai",1 BHK Flat,₹65 Lac,"₹13,000 /sqft",500 sqft,(46 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
soparnika co op hos society,RESALE,"in Santacruz East, Mumbai",1 BHK Flat,₹40 Lac,"₹14,869 /sqft",269 sqft,(25 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Bhaskar Smruti CHS,RESALE,"in Shapur Baug, Grant Road, Mumbai",1 BHK Flat,₹1.25 Cr,"₹27,777 /sqft",450 sqft,(42 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
"VINAYAK APARTMENTS, PAREL",RESALE,"in Parel, Mumbai",1 BHK Flat,₹1.6 Cr,"₹30,188 /sqft",530 sqft,(49 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Om Kalyani society,RESALE,"in Navagaon, Dahisar, Mumbai",1 BHK Flat,₹35 Lac,"₹13,000 /sqft",269 sqft,(25 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Chaitanya CHS,RESALE,"in Netaji Subhash Nagar, Vile Parle",1 BHK Flat,₹1.25 Cr,"₹24,038 /sqft",520 sqft,(48 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Bhagya CHS,RESALE,"in Anand Nagar, Santacruz East",1 BHK Flat,₹1.4 Cr,"₹21,538 /sqft",650 sqft,(60 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Unity Apartment,RESALE,"in Ghatkopar West, Mumbai",1 BHK Flat,₹60 Lac,"₹12,000 /sqft",500 sqft,(46 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Qureshi Compound,RESALE,"in Andheri West, Mumbai",1 BHK Flat,₹45.49 Lac,"₹13,996 /sqft",325 sqft,(30 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Vaishno Heights,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹1.35 Cr,"₹31,395 /sqft",430 sqft,(40 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
om divya appartment,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹95 Lac,"₹30,158 /sqft",315 sqft,(29 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Lodha Casa Essenza,RESALE,"in Dahisar East, Mumbai",1 BHK Flat,₹73 Lac,"₹12,438 /sqft",603 sqft,(56 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Ambedkar Nagar,RESALE,"in Mulund East, Mumbai",1 BHK Flat,₹42 Lac,"₹14,000 /sqft",300 sqft,(28 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Chandrika poosha building,RESALE,"in Versova, Andheri West",1 BHK Flat,₹25 Lac,"₹6,250 /sqft",400 sqft,(37 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Raman Ashish,RESALE,"in Irani Wadi, Kandivali West",1 BHK Flat,₹79 Lac,"₹22,571 /sqft",476 sqft,(44 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Pagdi bldg,RESALE,"in Versova, Andheri West",1 BHK Flat,₹35 Lac,"₹12,152 /sqft",288 sqft,(27 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Satguru Apartment,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹1.07 Cr,"₹22,449 /sqft",490 sqft,(46 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Swagat Society,RESALE,"in Ghatkopar West, Mumbai",1 BHK Flat,₹80 Lac,"₹19,047 /sqft",420 sqft,(39 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Shraddha Esquire Skytower,RESALE,"in Mulund West, Mumbai",1 BHK Flat,₹1.15 Cr,"₹17,293 /sqft",665 sqft,(62 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Nirman Sanskruti,RESALE,"in Jogeshwari East, Mumbai",1 BHK Flat,₹75 Lac,"₹24,193 /sqft",310 sqft,(29 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Chandan mahal,RESALE,"in Santacruz East, Mumbai",1 BHK Flat,₹1.05 Cr,"₹29,577 /sqft",355 sqft,(33 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Enso Sanza,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹80 Lac,"₹21,052 /sqft",380 sqft,(35 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
new lotus chs colony,RESALE,"in Mulund, Mumbai",1 BHK Flat,₹75 Lac,"₹14,395 /sqft",521 sqft,(48 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Rubberwala Shafi Castle,RESALE,"in Kalbadevi, Mumbai",1 BHK Flat,₹76 Lac,"₹16,888 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Unity Apartment,RESALE,"in Ghatkopar West, Mumbai",1 BHK Flat,₹65 Lac,"₹17,105 /sqft",380 sqft,(35 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Gulestan building,RESALE,"in Sion East, Mumbai",1 BHK Flat,₹1 Cr,"₹26,315 /sqft",380 sqft,(35 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
shree akalkot niwas,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹75 Lac,"₹21,067 /sqft",356 sqft,(33 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Manish Apartment,RESALE,"in Bhagat Colony, Kandivali West",1 BHK Flat,₹35 Lac,"₹12,280 /sqft",285 sqft,(26 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Baig mohamed Chawl B Block,RESALE,"in Mohamed Ali Road, Mumbai",1 BHK Flat,₹36.99 Lac,"₹20,550 /sqft",180 sqft,(17 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Satellite Park Chs,RESALE,"in Jogeshwari East, Mumbai",1 BHK Flat,₹1.35 Cr,"₹22,764 /sqft",615 sqft,(57 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
BBJ Siena,RESALE,"in Vikhroli East, Mumbai",1 BHK Flat,₹1 Cr,"₹13,680 /sqft",731 sqft,(68 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Swagat CHS,RESALE,"in Ghatkopar West, Mumbai",1 BHK Flat,₹80 Lac,"₹13,793 /sqft",580 sqft,(54 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Ekta welfare SRA Co Op Hsg Society,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹45 Lac,"₹16,729 /sqft",269 sqft,(25 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
chandiwala chs,RESALE,"in Andheri East, Mumbai",1 BHK Flat,₹90 Lac,"₹15,652 /sqft",575 sqft,(53 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Sadanand Park,RESALE,"in Borivali West, Mumbai",1 BHK Flat,₹70 Lac,"₹23,333 /sqft",300 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Ashiyana Complex,RESALE,"in Lallubhai Compound, Govandi East, Mumbai",1 BHK Flat,₹16 Lac,"₹7,111 /sqft",225 sqft,(21 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Parinee Essence,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹80 Lac,"₹14,184 /sqft",564 sqft,(52 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
mansarover chs,RESALE,"in Malad West, Mumbai",1 BHK Flat,₹75 Lac,"₹12,396 /sqft",605 sqft,(56 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Amogh Society,RESALE,"in Vile Parle East, Mumbai",1 BHK Flat,₹1.8 Cr,"₹34,221 /sqft",650 sqft,(60 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
403 Revathi Apartment Bhatwadi Ghatkopar,RESALE,"in Ghatkopar West, Mumbai",1 BHK Flat,₹78 Lac,"₹21,971 /sqft",355 sqft,(33 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Celebration Apartment,RESALE,"in Malad West, Mumbai",1 BHK Flat,₹68 Lac,"₹17,000 /sqft",570 sqft,(53 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Mickey Residency,RESALE,"in Orlem, Malad West",1 BHK Flat,₹1.5 Cr,"₹32,188 /sqft",466 sqft,(43 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Saptarshi CHS,RESALE,"in Malad West, Mumbai",1 BHK Flat,₹50 Lac,"₹16,025 /sqft",312 sqft,(29 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Sai Seva Krupa CHS,RESALE,"in Kurla East, Mumbai",1 BHK Flat,₹42 Lac,"₹15,555 /sqft",270 sqft,(25 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Parinee Essence,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹87 Lac,"₹19,594 /sqft",444 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Shri Sai Vismay,RESALE,"in Dadar West, Mumbai",1 BHK Flat,₹1.4 Cr,"₹28,747 /sqft",487 sqft,(45 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
7 Bungaiow,RESALE,"in Seven Bunglow, Andheri West",1 BHK Flat,₹1 Cr,"₹15,385 /sqft",650 sqft,(60 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Konkan Nagar CHS,RESALE,"in Mahim West, Mumbai",1 BHK Flat,₹2.6 Cr,"₹43,334 /sqft",600 sqft,(56 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Self Help Society,RESALE,"in Sindhi Colony, Vile Parle",1 BHK Flat,₹80 Lac,"₹19,047 /sqft",420 sqft,(39 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Shivdarshan sra society,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹57 Lac,"₹17,812 /sqft",320 sqft,(30 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Radha mohan,RESALE,"in Golibar, Santacruz East",1 BHK Flat,₹60 Lac,"₹24,489 /sqft",245 sqft,(23 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
West End Chandivali,RESALE,"in Chandivali, Mumbai",1 BHK Flat,₹1.4 Cr,"₹17,500 /sqft",800 sqft,(74 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Jagannath deep society,RESALE,"in Bhandup East, Mumbai",1 BHK Flat,₹30 Lac,"₹7,894 /sqft",380 sqft,(35 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Pragati CHS,RESALE,"in JB Nagar, Andheri East",1 BHK Flat,₹1.35 Cr,"₹19,396 /sqft",696 sqft,(65 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
KD Kalash,RESALE,"in Karanjade, Navi Mumbai",1 BHK Flat,₹50 Lac,"₹16,219 /sqft",308 sqft,(29 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
SPS White Iris,RESALE,"in Ulwe, Navi Mumbai",1 BHK Flat,₹70 Lac,"₹16,279 /sqft",430 sqft,(40 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Chrisand Crown Chsl,RESALE,"in Qamar Park, Bhayandar, Mira Bhayandar",1 BHK Flat,₹68 Lac,"₹11,826 /sqft",575 sqft,(53 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Shree Krishna Gokuldham,RESALE,"in Dombivli East, Thane",1 BHK Flat,₹37 Lac,"₹7,708 /sqft",640 sqft,(59 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Runwal Nagar CHS,RESALE,"in Runwal Nagar, Thane West",1 BHK Flat,₹90 Lac,"₹16,513 /sqft",545 sqft,(51 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Lodha Palava Casa Elite,RESALE,"in Dombivli East, Thane",1 BHK Flat,₹42 Lac,"₹8,842 /sqft",475 sqft,(44 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Shanti Mahal,RESALE,"in Kopri, Thane East",1 BHK Flat,₹85 Lac,"₹15,454 /sqft",550 sqft,(51 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
panvelkar classic,RESALE,"in Ambernath East, Thane",1 BHK Flat,₹24 Lac,"₹6,217 /sqft",640 sqft,(59 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Badalapur,RESALE,"in Vangani, Thane",1 BHK Flat,₹14.2 Lac,"₹8,452 /sqft",168 sqft,(16 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Janimal Tower Chs,RESALE,"in Vashi, Navi Mumbai",1 BHK Flat,₹1.2 Cr,"₹20,689 /sqft",580 sqft,(54 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
Dream Plaza,RESALE,"in Dronagiri, Navi Mumbai",1 BHK Flat,₹28.5 Lac,"₹5,191 /sqft",626 sqft,(58 sqm),Built-up Area,1 BHK,(2  Baths),Under Construction
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Rai Paradise,RESALE,"in Katemanivali, Kalyan",1 BHK Flat,₹33 Lac,"₹6,363 /sqft",550 sqft,(51 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
"Vaishnavi Heights, Kalyan West",RESALE,"in Gandhar Nagar, Kalyan West",1 BHK Flat,₹52 Lac,"₹8,666 /sqft",600 sqft,(56 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Shivam Sairaj Golden View,RESALE,"in Panvel, Navi Mumbai",1 BHK Flat,₹25 Lac,"₹4,424 /sqft",565 sqft,(52 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Sawalaram Shrushti,RESALE,"in Kalyan West, Thane",1 BHK Flat,₹43 Lac,"₹9,684 /sqft",444 sqft,(41 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Micron Park View,RESALE,"in Sector 19 Kharghar, Navi Mumbai",1 BHK Flat,₹58 Lac,"₹13,130 /sqft",441 sqft,(41 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
shellproof gladiolus tower,RESALE,"in Mira Road East, Mira Bhayandar",1 BHK Flat,₹88 Lac,"₹11,811 /sqft",762 sqft,(71 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Twins Hallmark Chs,RESALE,"in Sector 19 Koper Khairane, Koperkhairane",1 BHK Flat,₹79.5 Lac,"₹18,705 /sqft",550 sqft,(51 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
Runwal Garden City,RESALE,"in Dombivli East, Thane",1 BHK Flat,₹45 Lac,"₹9,600 /sqft",550 sqft,(51 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Pramukh Paradise,RESALE,"in Taloja, Navi Mumbai",1 BHK Flat,₹38 Lac,"₹8,444 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Lodha Upper Thane,RESALE,"in Anjurdive, Thane",1 BHK Flat,₹57 Lac,"₹11,728 /sqft",486 sqft,(45 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
nav audumber,RESALE,"in Charai, Thane West",1 BHK Flat,₹80 Lac,"₹17,937 /sqft",446 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Squarefeet Orchid Square,RESALE,"in Ambernath, Thane",1 BHK Flat,₹22.5 Lac,"₹5,421 /sqft",415 sqft,(39 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Mohan Palms,RESALE,"in Shirgaon, Badlapur East",1 BHK Flat,₹35 Lac,"₹7,777 /sqft",695 sqft,(65 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Vihang Valley Phase 2,RESALE,in Thane West,1 BHK Flat,₹76 Lac,"₹18,095 /sqft",600 sqft,(56 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
Buildcity Elite Residency,RESALE,"in Ulwe, Navi Mumbai",1 BHK Flat,₹45 Lac,"₹7,704 /sqft",610 sqft,(57 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Godrej Emerald,RESALE,"in Ghodbunder Road, Thane",1 BHK Flat,₹91 Lac,"₹17,009 /sqft",535 sqft,(50 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Aakruti Aangan,RESALE,"in Ghodbunder Road, Thane",1 BHK Flat,₹56 Lac,"₹11,522 /sqft",600 sqft,(56 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Shree Sai Niloy,RESALE,"in Ambernath East, Thane",1 BHK Flat,₹40 Lac,"₹12,661 /sqft",315 sqft,(29 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Poddar Samruddhi Evergreen,RESALE,"in Badlapur, Thane",1 BHK Flat,₹17.5 Lac,"₹5,124 /sqft",341 sqft,(32 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Status Vihar,RESALE,"in Kharghar, Navi Mumbai",1 BHK Flat,₹70 Lac,"₹18,970 /sqft",700 sqft,(65 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Shree Vasturachana Vrundavan,RESALE,"in Kalyan West, Thane",1 BHK Flat,₹26 Lac,"₹8,024 /sqft",470 sqft,(44 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Shree Gokul Dham Complex Phase 2,RESALE,"in Badlapur East, Thane",1 BHK Flat,₹22 Lac,"₹4,400 /sqft",499 sqft,(46 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Manisha Apartment,RESALE,in Thane West,1 BHK Flat,₹65 Lac,"₹11,206 /sqft",580 sqft,(54 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
Casa Rio Palava,RESALE,"in Dombivli East, Thane",1 BHK Flat,₹34 Lac,"₹7,572 /sqft",449 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Thanekar Parkland Cooperative Society,RESALE,"in Katrap, Badlapur East",1 BHK Flat,₹30 Lac,"₹6,976 /sqft",430 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
"Kartikya Residency, Adaigaon",RESALE,"in New Panvel, Navi Mumbai",1 BHK Flat,₹37 Lac,"₹6,379 /sqft",580 sqft,(54 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Urja Vijay,RESALE,"in Taloja Phase 1, Navi Mumbai",1 BHK Flat,₹40 Lac,"₹8,510 /sqft",730 sqft,(68 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
stand view society,RESALE,"in Old Panvel, Navi Mumbai",1 BHK Flat,₹75 Lac,"₹13,043 /sqft",715 sqft,(66 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Vishal Residency,RESALE,"in Ulwe, Navi Mumbai",1 BHK Flat,₹65 Lac,"₹9,154 /sqft",710 sqft,(66 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Riverside Green Cooperative Housing Society,RESALE,"in New Panvel, Navi Mumbai",1 BHK Flat,₹27 Lac,"₹5,056 /sqft",534 sqft,(50 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
